,locID,lat,lon,data
4078,1079230,37.89,-79.38,3096376.0
4079,1096142,37.85,-78.66,3097622.0
4080,1026990,37.01,-81.66,2938245.0
4081,1120185,37.13,-77.82,3149321.0
4082,1097835,38.57,-78.62,2994714.0
4083,1123948,38.73,-77.7,2992847.0
4084,1155066,37.53,-76.74,3087417.0
4085,1095673,36.97,-78.7,3187359.0
4086,1142462,38.17,-77.1,3045804.0
4087,1073773,37.97,-79.62,3007683.0
4088,1101562,38.93,-78.46,2981735.0
4089,1132813,38.69,-77.42,3002288.0
4090,1025728,37.21,-81.74,2974246.0
4091,1184419,37.65,-75.86,3122573.0
4092,1100590,39.05,-78.5,2919346.0
4093,1074810,36.69,-79.58,3183894.0
4094,1108538,38.61,-78.22,2994790.0
4095,1099457,36.93,-78.54,3175305.0
4096,1137687,37.49,-77.26,3088790.0
4097,1158254,36.97,-76.62,3115124.0
4098,1120692,38.17,-77.78,3045706.0
4099,1069824,36.89,-79.78,3149667.0
4100,1011459,36.89,-82.42,2999056.0
4101,1113144,36.89,-78.06,3184964.0
4102,1024138,37.05,-81.82,2966953.0
4103,1074635,38.13,-79.58,3003446.0
4104,1120170,37.33,-77.82,3127214.0
4105,1150406,37.77,-76.86,3069194.0
4106,1077024,36.69,-79.46,3186250.0
4107,1100302,37.85,-78.5,3100679.0
4108,1126220,37.41,-77.62,3102645.0
4109,1194889,37.73,-75.54,3099822.0
4110,1081091,36.97,-79.3,3167590.0
4111,1018287,36.85,-82.1,3007279.0
4112,1165050,37.89,-76.42,3129475.0
4113,1108789,37.85,-78.22,3073060.0
4114,1170977,36.73,-76.26,3089460.0
4115,1111683,39.17,-78.1,2959117.0
4116,1023366,37.01,-81.86,2961953.0
4117,1101050,37.41,-78.5,3139667.0
4118,1058206,37.37,-80.26,2988126.0
4119,1101869,38.57,-78.46,3002053.0
4120,1179719,37.13,-75.98,3144704.0
4121,1131765,38.13,-77.46,3060592.0
4122,1067333,37.01,-79.9,3126186.0
4123,1105650,39.17,-78.34,2935200.0
4124,1159522,36.85,-76.58,3136403.0
4125,1162417,36.61,-76.5,3097998.0
4126,1076786,37.85,-79.5,3074341.0
4127,1099141,36.61,-78.58,3184338.0
4128,1063237,37.29,-80.06,3049030.0
